Study_accession	Field	DOID	Name	Match	Match Type
SDY37	hypothesis	8469	influenza	INFLUENZA	PREF
SDY37	description	8469	influenza	FLU	SYN
SDY37	description	8469	influenza	INFLUENZA	PREF
SDY1026	condition_studied	4481	allergic rhinitis	ALLERGIC RHINITIS	PREF
SDY1026	condition_studied	4483	rhinitis	RHINITIS	PREF
SDY1026	description	4481	allergic rhinitis	ALLERGIC RHINITIS	PREF
SDY1026	description	4483	rhinitis	RHINITIS	PREF
SDY1026	description	2841	asthma	ASTHMA	PREF
SDY570	condition_studied	418	systemic scleroderma	SYSTEMIC SCLEROSIS	SYN
SDY232	endpoints	0050639	primary cutaneous amyloidosis	PCA	SYN
SDY194	condition_studied	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY194	condition_studied	848	arthritis	ARTHRITIS	PREF
SDY100	hypothesis	0050589	inflammatory bowel disease	INFLAMMATORY BOWEL DISEASE	PREF
SDY100	hypothesis	4	disease	DISEASE	PREF
SDY100	hypothesis	4	disease	DISEASE	PREF
SDY100	hypothesis	9778	irritable bowel syndrome	IBD	SYN
SDY100	hypothesis	0060180	colitis	COLITIS	PREF
SDY100	description	13250	diarrhea	DIARRHEA	PREF
SDY100	description	0060180	colitis	COLITIS	PREF
SDY100	description	0060180	colitis	COLITIS	PREF
SDY100	description	0060180	colitis	COLITIS	PREF
SDY100	description	4	disease	DISEASE	PREF
SDY100	description	4	disease	DISEASE	PREF
SDY196	brief_title	8469	influenza	INFLUENZA	PREF
SDY196	brief_title	8857	lupus erythematosus	LUPUS	SYN
SDY196	condition_studied	8857	lupus erythematosus	LUPUS	SYN
SDY196	endpoints	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	8469	influenza	INFLUENZA	PREF
SDY196	description	4	disease	DISEASE	PREF
SDY196	description	4	disease	DISEASE	PREF
SDY196	description	8857	lupus erythematosus	LUPUS	SYN
SDY196	description	8857	lupus erythematosus	LUPUS	SYN
SDY196	description	8857	lupus erythematosus	LUPUS	SYN
SDY196	description	8857	lupus erythematosus	LUPUS	SYN
SDY196	description	8857	lupus erythematosus	LUPUS	SYN
SDY816	brief_title	2043	hepatitis B	HEPATITIS B	PREF
SDY816	brief_title	2237	hepatitis	HEPATITIS	PREF
SDY1325	description	9471	meningitis	MENINGITIS	PREF
SDY515	brief_title	8469	influenza	INFLUENZA	PREF
SDY515	condition_studied	8469	influenza	INFLUENZA	PREF
SDY14	brief_title	8893	psoriasis	PSORIASIS	PREF
SDY14	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY14	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY14	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY14	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY14	description	2723	dermatitis	DERMATITIS	PREF
SDY14	description	2723	dermatitis	DERMATITIS	PREF
SDY14	description	2723	dermatitis	ECZEMA	SYN
SDY14	description	3298	vaccinia	VACCINIA	PREF
SDY14	description	8736	smallpox	SMALLPOX	PREF
SDY268	description	9682	yellow fever	YELLOW FEVER	PREF
SDY268	description	0050211	swine influenza	SWINE INFLUENZA	PREF
SDY268	description	8469	influenza	INFLUENZA	PREF
SDY268	description	8469	influenza	INFLUENZA	PREF
SDY315	brief_title	8469	influenza	INFLUENZA	PREF
SDY315	condition_studied	8469	influenza	INFLUENZA	PREF
SDY315	description	8469	influenza	FLU	SYN
SDY622	brief_title	8469	influenza	INFLUENZA	PREF
SDY622	condition_studied	8469	influenza	INFLUENZA	PREF
SDY622	endpoints	8469	influenza	INFLUENZA	PREF
SDY622	description	8469	influenza	INFLUENZA	PREF
SDY421	condition_studied	8577	ulcerative colitis	ULCERATIVE COLITIS	PREF
SDY421	condition_studied	0060180	colitis	COLITIS	PREF
SDY421	condition_studied	8469	influenza	INFLUENZA	PREF
SDY183	brief_title	8469	influenza	INFLUENZA	PREF
SDY183	description	8469	influenza	FLU	SYN
SDY183	description	8469	influenza	INFLUENZA	PREF
SDY569	brief_title	9744	type 1 diabetes mellitus	TYPE 1 DIABETES MELLITUS	PREF
SDY569	brief_title	9351	diabetes mellitus	DIABETES MELLITUS	PREF
SDY569	condition_studied	9351	diabetes mellitus	DIABETES MELLITUS	PREF
SDY569	description	4	disease	DISEASE	PREF
SDY998	brief_title	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY998	brief_title	848	arthritis	ARTHRITIS	PREF
SDY998	condition_studied	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY998	condition_studied	848	arthritis	ARTHRITIS	PREF
SDY313	brief_title	848	arthritis	ARTHRITIS	PREF
SDY313	condition_studied	676	juvenile rheumatoid arthritis	JUVENILE RHEUMATOID ARTHRITIS	PREF
SDY313	condition_studied	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY313	condition_studied	848	arthritis	ARTHRITIS	PREF
SDY313	hypothesis	4	disease	DISEASE	PREF
SDY313	description	4	disease	DISEASE	PREF
SDY313	description	4	disease	DISEASE	PREF
SDY313	description	848	arthritis	ARTHRITIS	PREF
SDY313	description	848	arthritis	ARTHRITIS	PREF
SDY313	description	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY302	hypothesis	4029	gastritis	GASTRITIS	PREF
SDY302	hypothesis	4029	gastritis	GASTRITIS	PREF
SDY302	hypothesis	4029	gastritis	GASTRITIS	PREF
SDY302	description	4029	gastritis	GASTRITIS	PREF
SDY302	description	4029	gastritis	GASTRITIS	PREF
SDY302	description	4029	gastritis	GASTRITIS	PREF
SDY302	description	4029	gastritis	GASTRITIS	PREF
SDY302	description	4029	gastritis	GASTRITIS	PREF
SDY302	description	4029	gastritis	GASTRITIS	PREF
SDY302	description	3686	obsolete Helicobacter pylori infectious disease	HELICOBACTER PYLORI INFECTION	SYN
SDY302	description	10534	stomach cancer	GASTRIC CANCER	SYN
SDY302	description	10534	stomach cancer	GASTRIC CANCER	SYN
SDY302	description	162	cancer	CANCER	PREF
SDY302	description	162	cancer	CANCER	PREF
SDY519	brief_title	8469	influenza	INFLUENZA	PREF
SDY519	condition_studied	8469	influenza	INFLUENZA	PREF
SDY1439	brief_title	8469	influenza	INFLUENZA	PREF
SDY1439	condition_studied	8469	influenza	INFLUENZA	PREF
SDY1439	hypothesis	8469	influenza	FLU	SYN
SDY1439	hypothesis	8469	influenza	FLU	SYN
SDY1439	hypothesis	8469	influenza	FLU	SYN
SDY1439	hypothesis	8469	influenza	FLU	SYN
SDY1439	hypothesis	8469	influenza	FLU	SYN
SDY1439	description	4	disease	DISEASE	PREF
SDY1439	description	8469	influenza	FLU	SYN
SDY473	brief_title	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY473	brief_title	848	arthritis	ARTHRITIS	PREF
SDY473	condition_studied	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY473	condition_studied	848	arthritis	ARTHRITIS	PREF
SDY473	endpoints	4	disease	DISEASE	PREF
SDY473	hypothesis	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY473	hypothesis	848	arthritis	ARTHRITIS	PREF
SDY264	condition_studied	8469	influenza	INFLUENZA	PREF
SDY264	description	1116	pertussis	PERTUSSIS	PREF
SDY1172	brief_title	12365	malaria	MALARIA	PREF
SDY1172	condition_studied	12365	malaria	MALARIA	PREF
SDY1172	endpoints	12365	malaria	MALARIA	PREF
SDY1172	endpoints	12365	malaria	MALARIA	PREF
SDY1172	description	12365	malaria	MALARIA	PREF
SDY1172	description	12365	malaria	MALARIA	PREF
SDY1172	description	12365	malaria	MALARIA	PREF
SDY1172	description	12365	malaria	MALARIA	PREF
SDY1172	description	4	disease	DISEASE	PREF
SDY591	endpoints	13250	diarrhea	DIARRHEA	PREF
SDY591	hypothesis	4	disease	DISEASE	PREF
SDY1095	endpoints	5844	myocardial infarction	MYOCARDIAL INFARCTION	PREF
SDY395	brief_title	8469	influenza	INFLUENZA	PREF
SDY395	condition_studied	8469	influenza	INFLUENZA	PREF
SDY395	hypothesis	8469	influenza	INFLUENZA	PREF
SDY395	description	8469	influenza	INFLUENZA	PREF
SDY5	brief_title	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY5	brief_title	2723	dermatitis	DERMATITIS	PREF
SDY5	brief_title	8893	psoriasis	PSORIASIS	PREF
SDY5	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY5	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY5	condition_studied	2723	dermatitis	ECZEMA	SYN
SDY5	condition_studied	8893	psoriasis	PSORIASIS	PREF
SDY5	condition_studied	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY5	endpoints	8893	psoriasis	PSORIASIS	PREF
SDY5	hypothesis	8893	psoriasis	PSORIASIS	PREF
SDY5	description	8893	psoriasis	PSORIASIS	PREF
SDY5	description	8893	psoriasis	PSORIASIS	PREF
SDY5	description	8893	psoriasis	PSORIASIS	PREF
SDY354	description	1074	kidney failure	RENAL FAILURE	SYN
SDY354	description	934	viral infectious disease	VIRAL INFECTION	SYN
SDY585	endpoints	8469	influenza	INFLUENZA	PREF
SDY585	hypothesis	8469	influenza	INFLUENZA	PREF
SDY585	description	8469	influenza	INFLUENZA	PREF
SDY798	brief_title	9074	systemic lupus erythematosus	SYSTEMIC LUPUS ERYTHEMATOSUS	PREF
SDY798	brief_title	8857	lupus erythematosus	LUPUS ERYTHEMATOSUS	PREF
SDY798	brief_title	8857	lupus erythematosus	LUPUS	SYN
SDY798	condition_studied	9074	systemic lupus erythematosus	SYSTEMIC LUPUS ERYTHEMATOSUS	PREF
SDY798	condition_studied	8857	lupus erythematosus	LUPUS ERYTHEMATOSUS	PREF
SDY798	condition_studied	8857	lupus erythematosus	LUPUS	SYN
SDY798	description	2377	multiple sclerosis	MULTIPLE SCLEROSIS	PREF
SDY798	description	4	disease	DISEASE	PREF
SDY798	description	4	disease	DISEASE	PREF
SDY1436	brief_title	8469	influenza	INFLUENZA	PREF
SDY1436	brief_title	934	viral infectious disease	VIRUS INFECTION	SYN
SDY1436	condition_studied	8469	influenza	INFLUENZA	PREF
SDY1436	description	8469	influenza	INFLUENZA	PREF
SDY1436	description	8469	influenza	INFLUENZA	PREF
SDY1436	description	8469	influenza	INFLUENZA	PREF
SDY1436	description	8469	influenza	INFLUENZA	PREF
SDY1436	description	8469	influenza	INFLUENZA	PREF
SDY1436	description	4	disease	DISEASE	PREF
SDY1436	description	4	disease	DISEASE	PREF
SDY1436	description	934	viral infectious disease	VIRUS INFECTION	SYN
SDY111	condition_studied	8536	herpes zoster	SHINGLES	SYN
SDY111	condition_studied	8536	herpes zoster	HERPES ZOSTER	PREF
SDY111	description	8659	chickenpox	VARICELLA	SYN
SDY1149	condition_studied	934	viral infectious disease	VIRUS INFECTION	SYN
SDY1045	hypothesis	2377	multiple sclerosis	MULTIPLE SCLEROSIS	PREF
SDY1045	description	9008	psoriatic arthritis	PSORIATIC ARTHRITIS	PREF
SDY1045	description	848	arthritis	ARTHRITIS	PREF
SDY1045	description	419	scleroderma	SCLERODERMA	PREF
SDY1045	description	418	systemic scleroderma	SCLERODERMA	SYN
SDY1045	description	2377	multiple sclerosis	MULTIPLE SCLEROSIS	PREF
SDY888	brief_title	934	viral infectious disease	VIRUS INFECTION	SYN
SDY888	condition_studied	934	viral infectious disease	VIRUS INFECTION	SYN
SDY888	endpoints	934	viral infectious disease	VIRUS INFECTION	SYN
SDY888	description	934	viral infectious disease	VIRUS INFECTION	SYN
SDY416	brief_title	8469	influenza	INFLUENZA	PREF
SDY416	brief_title	8893	psoriasis	PSORIASIS	PREF
SDY416	condition_studied	8893	psoriasis	PSORIASIS	PREF
SDY416	endpoints	8893	psoriasis	PSORIASIS	PREF
SDY416	hypothesis	8893	psoriasis	PSORIASIS	PREF
SDY416	hypothesis	8893	psoriasis	PSORIASIS	PREF
SDY416	hypothesis	417	autoimmune hypersensitivity disease	AUTOIMMUNE DISEASE	SYN
SDY416	hypothesis	4	disease	DISEASE	PREF
SDY416	hypothesis	8469	influenza	INFLUENZA	PREF
SDY416	description	8893	psoriasis	PSORIASIS	PREF
SDY416	description	8893	psoriasis	PSORIASIS	PREF
SDY416	description	8893	psoriasis	PSORIASIS	PREF
SDY416	description	8893	psoriasis	PSORIASIS	PREF
SDY416	description	8893	psoriasis	PSORIASIS	PREF
SDY416	description	8469	influenza	INFLUENZA	PREF
SDY416	description	8469	influenza	INFLUENZA	PREF
SDY372	brief_title	8469	influenza	INFLUENZA	PREF
SDY372	brief_title	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY372	brief_title	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY372	condition_studied	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY372	condition_studied	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY372	endpoints	8469	influenza	FLU	SYN
SDY372	hypothesis	8469	influenza	FLU	SYN
SDY372	description	8469	influenza	INFLUENZA	PREF
SDY372	description	4	disease	DISEASE	PREF
SDY1288	brief_title	0050012	chikungunya	CHIKUNGUNYA	PREF
SDY1288	brief_title	934	viral infectious disease	VIRUS INFECTION	SYN
SDY1178	condition_studied	9351	diabetes mellitus	DIABETES MELLITUS	PREF
SDY1178	hypothesis	9993	hypoglycemia	HYPOGLYCEMIA	PREF
SDY1178	description	9993	hypoglycemia	HYPOGLYCEMIA	PREF
SDY218	brief_title	4377	egg allergy	EGG ALLERGY	PREF
SDY218	brief_title	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY218	condition_studied	1205	allergic hypersensitivity disease	HYPERSENSITIVITY	SYN
SDY218	condition_studied	1205	allergic hypersensitivity disease	HYPERSENSITIVITY	SYN
SDY218	condition_studied	1205	allergic hypersensitivity disease	HYPERSENSITIVITY	SYN
SDY218	condition_studied	3044	food allergy	FOOD HYPERSENSITIVITY	SYN
SDY218	endpoints	162	cancer	CANCER	PREF
SDY218	hypothesis	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY218	description	3044	food allergy	FOOD ALLERGY	PREF
SDY218	description	3044	food allergy	FOOD ALLERGY	PREF
SDY218	description	3044	food allergy	FOOD ALLERGY	PREF
SDY218	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY218	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY218	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY218	description	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY218	description	0050486	exanthem	RASH	SYN
SDY218	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY218	description	2723	dermatitis	DERMATITIS	PREF
SDY218	description	2841	asthma	ASTHMA	PREF
SDY655	brief_title	0060851	pemphigus vulgaris	PEMPHIGUS VULGARIS	PREF
SDY655	brief_title	9182	pemphigus	PEMPHIGUS	PREF
SDY655	condition_studied	0060851	pemphigus vulgaris	PEMPHIGUS VULGARIS	PREF
SDY655	condition_studied	9182	pemphigus	PEMPHIGUS	PREF
SDY655	endpoints	0050486	exanthem	RASH	SYN
SDY655	endpoints	4	disease	DISEASE	PREF
SDY655	hypothesis	0060851	pemphigus vulgaris	PEMPHIGUS VULGARIS	PREF
SDY655	hypothesis	9182	pemphigus	PEMPHIGUS	PREF
SDY655	hypothesis	4	disease	DISEASE	PREF
SDY655	description	4	disease	DISEASE	PREF
SDY655	description	4	disease	DISEASE	PREF
SDY655	description	7148	rheumatoid arthritis	RHEUMATOID ARTHRITIS	PREF
SDY655	description	848	arthritis	ARTHRITIS	PREF
SDY655	description	7147	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	PREF
SDY655	description	6590	spondylitis	SPONDYLITIS	PREF
SDY655	description	8778	Crohn's disease	CROHN'S DISEASE	PREF
SDY95	brief_title	8469	influenza	INFLUENZA	PREF
SDY95	hypothesis	8469	influenza	INFLUENZA	PREF
SDY95	hypothesis	8469	influenza	INFLUENZA	PREF
SDY95	description	8469	influenza	INFLUENZA	PREF
SDY95	description	8469	influenza	INFLUENZA	PREF
SDY95	description	8469	influenza	INFLUENZA	PREF
SDY1043	brief_title	417	autoimmune hypersensitivity disease	AUTOIMMUNE DISEASE	SYN
SDY1043	brief_title	4	disease	DISEASE	PREF
SDY1043	condition_studied	2377	multiple sclerosis	MULTIPLE SCLEROSIS	PREF
SDY1043	hypothesis	4	disease	DISEASE	PREF
SDY1043	description	2377	multiple sclerosis	MULTIPLE SCLEROSIS	PREF
SDY60	endpoints	8469	influenza	INFLUENZA	PREF
SDY60	endpoints	8469	influenza	INFLUENZA	PREF
SDY60	endpoints	8469	influenza	INFLUENZA	PREF
SDY474	brief_title	9074	systemic lupus erythematosus	SYSTEMIC LUPUS ERYTHEMATOSUS	PREF
SDY474	brief_title	8857	lupus erythematosus	LUPUS ERYTHEMATOSUS	PREF
SDY474	brief_title	8857	lupus erythematosus	LUPUS	SYN
SDY474	condition_studied	9074	systemic lupus erythematosus	SYSTEMIC LUPUS ERYTHEMATOSUS	PREF
SDY474	condition_studied	8857	lupus erythematosus	LUPUS ERYTHEMATOSUS	PREF
SDY474	condition_studied	8857	lupus erythematosus	LUPUS	SYN
SDY474	description	9074	systemic lupus erythematosus	SYSTEMIC LUPUS ERYTHEMATOSUS	PREF
SDY474	description	8857	lupus erythematosus	LUPUS ERYTHEMATOSUS	PREF
SDY474	description	8857	lupus erythematosus	LUPUS	SYN
SDY648	brief_title	8469	influenza	INFLUENZA	PREF
SDY648	condition_studied	8469	influenza	INFLUENZA	PREF
SDY648	endpoints	8469	influenza	INFLUENZA	PREF
SDY648	description	8469	influenza	INFLUENZA	PREF
SDY1119	brief_title	8469	influenza	INFLUENZA	PREF
SDY1119	condition_studied	8469	influenza	INFLUENZA	PREF
SDY1119	endpoints	8469	influenza	INFLUENZA	PREF
SDY1119	hypothesis	8469	influenza	INFLUENZA	PREF
SDY1119	hypothesis	8469	influenza	INFLUENZA	PREF
SDY523	condition_studied	8469	influenza	INFLUENZA	PREF
SDY148	brief_title	2905	obsolete commensal Escherichia coli infectious disease	ESCHERICHIA COLI INFECTION	SYN
SDY148	condition_studied	4	disease	DISEASE	PREF
SDY148	description	13250	diarrhea	DIARRHEA	PREF
SDY148	description	4	disease	DISEASE	PREF
SDY148	description	8452	obsolete malnutrition	MALNUTRITION	PREF
SDY271	brief_title	8469	influenza	INFLUENZA	PREF
SDY271	condition_studied	8469	influenza	INFLUENZA	PREF
SDY271	endpoints	8469	influenza	INFLUENZA	PREF
SDY271	hypothesis	8469	influenza	INFLUENZA	PREF
SDY271	description	8469	influenza	INFLUENZA	PREF
SDY64	description	8469	influenza	INFLUENZA	PREF
SDY376	brief_title	8469	influenza	INFLUENZA	PREF
SDY376	brief_title	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY376	brief_title	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY376	condition_studied	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY376	condition_studied	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY376	endpoints	8469	influenza	FLU	SYN
SDY376	hypothesis	8469	influenza	FLU	SYN
SDY376	description	8469	influenza	INFLUENZA	PREF
SDY376	description	4	disease	DISEASE	PREF
SDY15	brief_title	9682	yellow fever	YELLOW FEVER	PREF
SDY15	brief_title	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY15	brief_title	2723	dermatitis	DERMATITIS	PREF
SDY15	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY15	description	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY15	description	2723	dermatitis	DERMATITIS	PREF
SDY15	description	2723	dermatitis	ECZEMA	SYN
SDY15	description	2723	dermatitis	DERMATITIS	PREF
SDY15	description	3298	vaccinia	VACCINIA	PREF
SDY15	description	3298	vaccinia	VACCINIA	PREF
SDY15	description	8736	smallpox	SMALLPOX	PREF
SDY15	description	8736	smallpox	SMALLPOX	PREF
SDY15	description	9682	yellow fever	YELLOW FEVER	PREF
SDY15	description	9682	yellow fever	YELLOW FEVER	PREF
SDY312	brief_title	8469	influenza	INFLUENZA	PREF
SDY312	condition_studied	8469	influenza	INFLUENZA	PREF
SDY312	description	8469	influenza	FLU	SYN
SDY1502	condition_studied	1205	allergic hypersensitivity disease	ALLERGY	SYN
SDY35	brief_title	3298	vaccinia	VACCINIA	PREF
SDY35	condition_studied	3298	vaccinia	VACCINIA	PREF
SDY35	condition_studied	3298	vaccinia	VACCINIA	PREF
SDY35	description	3298	vaccinia	VACCINIA	PREF
SDY901	condition_studied	1324	lung cancer	LUNG CANCER	PREF
SDY901	condition_studied	162	cancer	CANCER	PREF
SDY901	description	1324	lung cancer	LUNG CANCER	PREF
SDY901	description	1324	lung cancer	LUNG CANCER	PREF
SDY901	description	1324	lung cancer	LUNG CANCER	PREF
SDY901	description	162	cancer	CANCER	PREF
SDY901	description	162	cancer	CANCER	PREF
SDY901	description	162	cancer	CANCER	PREF
SDY901	description	299	adenocarcinoma	ADENOCARCINOMAS	SYN
SDY901	description	3908	lung non-small cell carcinoma	NON-SMALL CELL LUNG CANCER	SYN
SDY1185	brief_title	1115	sarcoma	SARCOMA	PREF
SDY1185	condition_studied	1115	sarcoma	SARCOMA	PREF
SDY1185	endpoints	0001816	angiosarcoma	HEMANGIOSARCOMA	SYN
SDY1185	endpoints	3347	osteosarcoma	OSTEOSARCOMA	PREF
SDY1185	endpoints	0060058	lymphoma	LYMPHOMA	PREF
SDY1185	hypothesis	0001816	angiosarcoma	HEMANGIOSARCOMA	SYN
SDY1185	hypothesis	175	vascular cancer	VASCULAR CANCER	PREF
SDY1185	hypothesis	162	cancer	CANCER	PREF
SDY1185	description	0001816	angiosarcoma	HEMANGIOSARCOMA	SYN
SDY1185	description	0001816	angiosarcoma	HEMANGIOSARCOMA	SYN
SDY1185	description	1115	sarcoma	SARCOMA	PREF
SDY1185	description	1115	sarcoma	SARCOMA	PREF
SDY1185	description	4	disease	DISEASE	PREF
SDY1185	description	265	spleen angiosarcoma	SPLENIC HEMANGIOSARCOMA	SYN
SDY520	brief_title	8469	influenza	INFLUENZA	PREF
SDY520	condition_studied	8469	influenza	INFLUENZA	PREF
SDY520	endpoints	8469	influenza	FLU	SYN
SDY520	endpoints	8469	influenza	FLU	SYN
SDY520	description	8469	influenza	INFLUENZA	PREF
SDY1100	condition_studied	934	viral infectious disease	VIRUS INFECTION	SYN
SDY17	brief_title	8469	influenza	INFLUENZA	PREF
SDY17	condition_studied	8469	influenza	INFLUENZA	PREF
SDY17	hypothesis	8469	influenza	INFLUENZA	PREF
SDY17	description	8469	influenza	FLU	SYN
SDY17	description	8469	influenza	FLU	SYN
SDY17	description	8469	influenza	INFLUENZA	PREF
SDY215	brief_title	8469	influenza	INFLUENZA	PREF
SDY215	endpoints	8469	influenza	INFLUENZA	PREF
SDY215	description	8469	influenza	INFLUENZA	PREF
SDY215	description	8469	influenza	INFLUENZA	PREF
SDY38	brief_title	8469	influenza	INFLUENZA	PREF
SDY38	condition_studied	8469	influenza	INFLUENZA	PREF
SDY80	brief_title	8469	influenza	INFLUENZA	PREF
SDY80	hypothesis	8469	influenza	INFLUENZA	PREF
SDY80	hypothesis	8469	influenza	INFLUENZA	PREF
SDY80	description	8469	influenza	INFLUENZA	PREF
SDY80	description	8469	influenza	INFLUENZA	PREF
SDY567	condition_studied	9351	diabetes mellitus	DIABETES MELLITUS	PREF
SDY262	brief_title	3686	obsolete Helicobacter pylori infectious disease	HELICOBACTER PYLORI INFECTION	SYN
SDY262	description	4	disease	DISEASE	PREF
SDY8	condition_studied	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
SDY8	condition_studied	2723	dermatitis	DERMATITIS	PREF
SDY8	condition_studied	2723	dermatitis	ECZEMA	SYN
SDY8	condition_studied	9123	eczema herpeticum	ECZEMA HERPETICUM	PREF
SDY8	description	8566	herpes simplex	HERPES SIMPLEX	PREF
SDY1231	description	557	kidney disease	KIDNEY DISEASE	PREF
SDY1231	description	4	disease	DISEASE	PREF
SDY270	brief_title	8469	influenza	INFLUENZA	PREF
SDY270	brief_title	8469	influenza	INFLUENZA	PREF
SDY270	condition_studied	8469	influenza	INFLUENZA	PREF
SDY270	hypothesis	8469	influenza	INFLUENZA	PREF
SDY270	hypothesis	8469	influenza	INFLUENZA	PREF
SDY270	hypothesis	8469	influenza	INFLUENZA	PREF
SDY270	description	8469	influenza	INFLUENZA	PREF
SDY270	description	8469	influenza	INFLUENZA	PREF
SDY736	condition_studied	11259	obsolete Cytomegalovirus infectious disease	CYTOMEGALOVIRUS INFECTION	SYN
SDY42	brief_title	4492	avian influenza	AVIAN INFLUENZA	PREF
SDY42	brief_title	8469	influenza	INFLUENZA	PREF
SDY42	brief_title	934	viral infectious disease	VIRUS INFECTION	SYN
SDY42	condition_studied	4492	avian influenza	AVIAN INFLUENZA	PREF
SDY42	condition_studied	8469	influenza	INFLUENZA	PREF
SDY42	endpoints	4	disease	DISEASE	PREF
SDY42	description	4	disease	DISEASE	PREF
SDY42	description	4492	avian influenza	AVIAN INFLUENZA	PREF
SDY42	description	8469	influenza	INFLUENZA	PREF
SDY1298	brief_title	1324	lung cancer	LUNG CANCER	PREF
SDY1298	brief_title	162	cancer	CANCER	PREF
SDY1298	condition_studied	1324	lung cancer	LUNG CANCER	PREF
SDY1298	condition_studied	162	cancer	CANCER	PREF
SDY1298	hypothesis	1324	lung cancer	LUNG CANCER	PREF
SDY1298	hypothesis	162	cancer	CANCER	PREF
SDY1298	description	3908	lung non-small cell carcinoma	NSCLC	SYN
SDY1298	description	3910	lung adenocarcinoma	LUNG ADENOCARCINOMA	PREF
SDY1298	description	299	adenocarcinoma	ADENOCARCINOMA	PREF
SDY820	brief_title	399	tuberculosis	TUBERCULOSIS	PREF
SDY820	condition_studied	399	tuberculosis	TUBERCULOSIS	PREF
SDY820	description	399	tuberculosis	TUBERCULOSIS	PREF
SDY645	brief_title	8469	influenza	INFLUENZA	PREF
SDY645	brief_title	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY645	brief_title	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY645	condition_studied	14203	childhood type dermatomyositis	JUVENILE DERMATOMYOSITIS	SYN
SDY645	condition_studied	10223	dermatomyositis	DERMATOMYOSITIS	PREF
SDY645	endpoints	8469	influenza	FLU	SYN
SDY645	hypothesis	8469	influenza	FLU	SYN
SDY645	description	8469	influenza	INFLUENZA	PREF
SDY645	description	4	disease	DISEASE	PREF
SDY572	description	4	disease	DISEASE	PREF
SDY572	description	13250	diarrhea	DIARRHEA	PREF
SDY572	description	13250	diarrhea	DIARRHEA	PREF
SDY572	description	8452	obsolete malnutrition	MALNUTRITION	PREF
SDY208	brief_title	8469	influenza	INFLUENZA	PREF
SDY1467	brief_title	8469	influenza	INFLUENZA	PREF
SDY1467	condition_studied	8469	influenza	INFLUENZA	PREF
SDY1467	hypothesis	8469	influenza	FLU	SYN
SDY1467	description	8469	influenza	FLU	SYN
SDY2	brief_title	8659	chickenpox	VARICELLA	SYN
SDY2	brief_title	3310	atopic dermatitis	ATOPIC DERMATITIS	PREF
